distance(meters),Speed(m/s),duration(minutes),Congestion,label_enc_road
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,6.925,2,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.0777777777777784,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.0777777777777784,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,6.925,2,0,12
831,5.54,2,0,12
831,5.54,3,0,12
831,5.54,2,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,6.925,2,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.0777777777777784,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.0777777777777784,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,6.925,2,0,12
831,5.54,2,0,12
831,5.54,3,0,12
831,5.54,2,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.957142857142857,3,1,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,4.616666666666666,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,6.925,2,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,5.54,3,0,12
831,4.616666666666666,3,0,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
831,3.957142857142857,4,1,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.4625,4,2,12
831,3.957142857142857,3,1,12
831,3.4625,4,2,12
831,3.957142857142857,4,1,12
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.833333333333333,3,0,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,2.685185185185185,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.29,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.020833333333333,4,2,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,4,1,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,6.58,3,0,15
725,4.833333333333333,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.1125,4,0,15
725,3.452380952380953,3,1,16
987,4.1125,4,0,15
725,3.452380952380953,3,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,2.685185185185185,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.29,4,1,15
725,4.0277777777777795,4,0,16
987,3.655555555555555,4,1,15
725,3.452380952380953,3,1,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,4,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.29,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.833333333333333,3,0,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,4,0,15
725,4.0277777777777795,3,0,16
987,4.1125,4,0,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,2.685185185185185,4,2,16
987,3.655555555555555,5,1,15
725,3.452380952380953,4,1,16
987,4.1125,4,0,15
725,4.0277777777777795,4,0,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,4.7,4,0,15
725,3.020833333333333,4,2,16
987,4.7,4,0,15
725,4.0277777777777795,4,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,4,1,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.833333333333333,3,0,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.833333333333333,3,0,16
987,4.1125,4,0,15
725,4.0277777777777795,4,0,16
987,3.655555555555555,5,1,15
725,3.452380952380953,3,1,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,4,1,16
987,4.7,3,0,15
725,4.0277777777777795,4,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.833333333333333,3,0,16
987,5.4833333333333325,4,0,15
725,3.452380952380953,3,1,16
987,4.1125,4,0,15
725,3.452380952380953,3,1,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.020833333333333,3,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,4,1,16
987,4.7,3,0,15
725,3.452380952380953,4,1,16
987,5.4833333333333325,3,0,15
725,3.020833333333333,4,2,16
987,6.58,3,0,15
725,3.452380952380953,3,1,16
987,6.58,3,0,15
725,3.452380952380953,3,1,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,5.4833333333333325,4,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.7,4,0,15
725,4.833333333333333,3,0,16
987,4.1125,4,0,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,5,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,4,1,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,3.452380952380953,3,1,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.1125,4,0,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,5,1,15
725,3.452380952380953,4,1,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.833333333333333,3,0,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,2.685185185185185,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.29,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,4.1125,4,0,15
725,3.452380952380953,4,1,16
987,4.7,4,0,15
725,3.020833333333333,4,2,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,4,1,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,6.58,3,0,15
725,4.833333333333333,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,3,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,4.833333333333333,3,0,16
987,4.1125,4,0,15
725,3.452380952380953,3,1,16
987,4.1125,4,0,15
725,3.452380952380953,3,1,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,2.9909090909090907,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,2.685185185185185,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,3.29,4,1,15
725,4.0277777777777795,4,0,16
987,3.655555555555555,4,1,15
725,3.452380952380953,3,1,16
987,3.655555555555555,4,1,15
725,4.0277777777777795,4,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.29,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.655555555555555,4,1,15
725,3.452380952380953,4,1,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.833333333333333,3,0,16
987,5.4833333333333325,3,0,15
725,3.452380952380953,3,1,16
987,5.4833333333333325,3,0,15
725,4.0277777777777795,3,0,16
987,6.58,3,0,15
725,4.0277777777777795,3,0,16
987,4.7,4,0,15
725,4.0277777777777795,3,0,16
987,5.4833333333333325,4,0,15
725,4.0277777777777795,3,0,16
987,4.1125,4,0,15
725,4.0277777777777795,3,0,16
987,3.655555555555555,4,1,15
725,3.020833333333333,4,2,16
987,3.29,5,1,15
725,3.020833333333333,4,2,16
987,2.7416666666666667,5,2,15
725,3.020833333333333,4,2,16
987,2.9909090909090907,5,2,15
725,2.685185185185185,4,2,16
987,3.655555555555555,5,1,15
725,3.452380952380953,4,1,16
987,4.1125,4,0,15
725,4.0277777777777795,4,0,16
987,4.1125,4,0,15
